url,bookTitle,bookImage,bookAuthors,bookDesc,bookRating,ratingCount,reviewCount,bookPages,bookGenres,bookISBN,recommendations
https://www.goodreads.com/book/show/348573.The_Borrowers,The Borrowers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308945559l/348573.jpg,"Mary Norton,Beth Krush,Joe Krush","Beneath the kitchen floor is the world of the Borrowers -- Pod and Homily Clock and their daughter, Arrietty. In their tiny home, matchboxes double as roomy dressers and postage stamps hang on the walls like paintings. Whatever the Clocks need they simply ""borrow"" from the ""human beans"" who live above them. It's a comfortable life, but boring if you're a kid. Only Pod is allowed to venture into the house above, because the danger of being seen by a human is too great. Borrowers who are seen by humans are never seen again. Yet Arrietty won't listen. There is a human boy up there, and Arrietty is desperate for a friend.",4.02,91426,1968,180 pages,"Fantasy/1,100|Childrens/944|Classics/660|Fiction/599|Childrens-Middle Grade/250|Young Adult/236|Adventure/113|Childrens-Juvenile/95|Childrens-Chapter Books/73|Novels/40",9780152047375.0,"['Stuart Little|https://www.goodreads.com/book/show/138959.Stuart_Little', 'The Indian in the Cupboard (The Indian in the Cupboard, #1)|https://www.goodreads.com/book/show/125404.The_Indian_in_the_Cupboard', 'Pippi Longstocking (Pippi Långstrump, #1)|https://www.goodreads.com/book/show/19302.Pippi_Longstocking', 'The Cricket in Times Square (Chester Cricket and His Friends, #1)|https://www.goodreads.com/book/show/24384.The_Cricket_in_Times_Square', 'The Boxcar Children (The Boxcar Children, #1)|https://www.goodreads.com/book/show/297249.The_Boxcar_Children', ""Mr. Popper's Penguins|https://www.goodreads.com/book/show/61549.Mr_Popper_s_Penguins"", 'Mary Poppins (Mary Poppins, #1)|https://www.goodreads.com/book/show/152380.Mary_Poppins', 'Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)|https://www.goodreads.com/book/show/789344.Encyclopedia_Brown_Boy_Detective', 'Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)|https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH', 'The Mouse and the Motorcycle (Ralph S. Mouse, #1)|https://www.goodreads.com/book/show/232109.The_Mouse_and_the_Motorcycle', 'A Bear Called Paddington (Paddington, #1)|https://www.goodreads.com/book/show/160629.A_Bear_Called_Paddington', 'The Secret Of NIMH|https://www.goodreads.com/book/show/417644.The_Secret_Of_NIMH', 'Fantastic Mr. Fox|https://www.goodreads.com/book/show/6693.Fantastic_Mr_Fox', 'The Wonderful Wizard of Oz: A Commemorative Pop-Up|https://www.goodreads.com/book/show/116591.The_Wonderful_Wizard_of_Oz', 'The Wind in the Willows|https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows', 'The Trumpet of the Swan|https://www.goodreads.com/book/show/24335.The_Trumpet_of_the_Swan', ""Charlotte's Web and Other Illustrated Classics|https://www.goodreads.com/book/show/18298747-charlotte-s-web-and-other-illustrated-classics"", 'Black Beauty|https://www.goodreads.com/book/show/3685.Black_Beauty']"
https://www.goodreads.com/book/show/9565045-second-grave-on-the-left,Second Grave on the Left,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442767958l/9565045._SX318_.jpg,Darynda Jones,"Charley Davidson, Grim Reaper Extraordinaire, is back in this sexy, suspenseful novel of supernatural shenanigans When Charley is rudely awakened in the middle of the night by her best friend who tells her to get dressed quickly and tosses clothes out of the closet at her, she cant help but wonder what Cookies up to. Leather scrunch boots with a floral miniskirt? Together? Seriously? Cookie explains that a friend of hers named Mimi disappeared five days earlier and that she just got a text from her setting up a meet at a coffee shop downtown. They show up at the coffee shop, but no Mimi. But Charley finds a message on the bathroom wall. Mimi left a clue, a womans name. Mimis husband explains that his wife had been acting strange since she found out an old friend of hers from high school had been found murdered a couple weeks prior. The same woman Mimi had named in her message. Meanwhile, Reyes Alexander Farrow (otherwise known as the Son of Satan. Yes. Literally) has left his corporeal body and is haunting Charley. Hes left his body because hes being tortured by demons who want to lure Charley closer. But Reyes cant let that happen. Because if the demons get to Charley, theyll have a portal to heaven. And if they have a portal to heavenwell, lets just say it wouldnt be pretty. Can Charley handle hot nights with Reyes and even hotter days tracking down a missing woman? Will Cookie ever get a true fashion sense? And is there enough coffee and chocolate in the world to fuel them as they do?",4.24,48006,3575,307 pages,"Fantasy-Urban Fantasy/1,177|Fantasy-Paranormal/1,141|Fantasy/708|Romance/620|Mystery/520|Romance-Paranormal Romance/492|Paranormal-Ghosts/336|Paranormal-Demons/262|Adult/214|Fantasy-Supernatural/188",9780312360818.0,"['Magic Bleeds (Kate Daniels, #4)|https://www.goodreads.com/book/show/6479550-magic-bleeds', 'Grave Witch (Alex Craft, #1)|https://www.goodreads.com/book/show/7823038-grave-witch', 'River Marked (Mercy Thompson, #6)|https://www.goodreads.com/book/show/8087906-river-marked', 'One Foot in the Grave (Night Huntress, #2)|https://www.goodreads.com/book/show/2168860.One_Foot_in_the_Grave', 'Grave Dance (Alex Craft, #2)|https://www.goodreads.com/book/show/9565574-grave-dance', 'Some Girls Bite (Chicagoland Vampires, #1)|https://www.goodreads.com/book/show/4447622-some-girls-bite', 'Bone Crossed (Mercy Thompson, #4)|https://www.goodreads.com/book/show/3128411-bone-crossed', 'This Side of the Grave (Night Huntress, #5)|https://www.goodreads.com/book/show/6871617-this-side-of-the-grave', 'Silver Borne (Mercy Thompson, #5)|https://www.goodreads.com/book/show/6587387-silver-borne', 'Iron Kissed (Mercy Thompson, #3)|https://www.goodreads.com/book/show/1412138.Iron_Kissed', 'Frost Burned (Mercy Thompson, #7)|https://www.goodreads.com/book/show/13413589-frost-burned', 'Magic Slays (Kate Daniels, #5)|https://www.goodreads.com/book/show/8559047-magic-slays', ""At Grave's End (Night Huntress, #3)|https://www.goodreads.com/book/show/3570231-at-grave-s-end"", 'Blood Bound (Mercy Thompson, #2)|https://www.goodreads.com/book/show/285205.Blood_Bound', 'Grave Memory (Alex Craft, #3)|https://www.goodreads.com/book/show/12620451-grave-memory', 'Magic Strikes (Kate Daniels, #3)|https://www.goodreads.com/book/show/4345498-magic-strikes', 'Magic Breaks (Kate Daniels, #7)|https://www.goodreads.com/book/show/12119529-magic-breaks', 'Magic Rises (Kate Daniels, #6)|https://www.goodreads.com/book/show/11544421-magic-rises']"
https://www.goodreads.com/book/show/94486.The_Invention_of_Morel,The Invention of Morel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603292031l/94486._SY475_.jpg,"Adolfo Bioy Casares,Ruth L.C. Simms,Jorge Luis Borges,Suzanne Jill Levine,Norah Borges de Torre","Jorge Luis Borges declared The Invention of Morel a masterpiece of plotting, comparable to The Turn of The Screw and Journey to the Center of the Earth. Set on a mysterious island, Bioy’s novella is a story of suspense and exploration, as well as a wonderfully unlikely romance, in which every detail is at once crystal clear and deeply mysterious.Inspired by Bioy Casares’s fascination with the movie star Louise Brooks, The Invention of Morel has gone on to live a secret life of its own. Greatly admired by Julio Cortázar, Gabriel García Márquez, and Octavio Paz, the novella helped to usher in Latin American fiction’s now famous postwar boom. As the model for Alain Resnais and Alain Robbe-Grillet’s Last Year at Marienbad, it also changed the history of film.",4.05,17957,1637,103 pages,Fiction/552|Science Fiction/232|Classics/180|Literature/103|Cultural-Latin American/92|European Literature-Spanish Literature/82|Fantasy/72|Novels/70|Novella/53|Literature-20th Century/51,9781590170571.0,"['Ficciones|https://www.goodreads.com/book/show/426504.Ficciones', 'The Aleph and Other Stories|https://www.goodreads.com/book/show/5787.The_Aleph_and_Other_Stories', 'Pedro Páramo|https://www.goodreads.com/book/show/38787.Pedro_P_ramo', 'El túnel|https://www.goodreads.com/book/show/53447.El_t_nel', 'El juguete rabioso|https://www.goodreads.com/book/show/214703.El_juguete_rabioso', 'Sobre héroes y tumbas|https://www.goodreads.com/book/show/1677.Sobre_h_roes_y_tumbas', ""The Book of Sand and Shakespeare's Memory|https://www.goodreads.com/book/show/146422.The_Book_of_Sand_and_Shakespeare_s_Memory"", 'Todos los fuegos el fuego|https://www.goodreads.com/book/show/54016.Todos_los_fuegos_el_fuego', 'Bestiario|https://www.goodreads.com/book/show/191373.Bestiario', 'Los siete locos (Los siete locos, #1)|https://www.goodreads.com/book/show/214693.Los_siete_locos', 'Hopscotch|https://www.goodreads.com/book/show/53413.Hopscotch', 'Final del juego|https://www.goodreads.com/book/show/623851.Final_del_juego', 'La hermana menor: Un retrato de Silvina Ocampo|https://www.goodreads.com/book/show/40314099-la-hermana-menor', ""Brodie's Report|https://www.goodreads.com/book/show/929585.Brodie_s_Report"", 'El matadero|https://www.goodreads.com/book/show/6256744-el-matadero', 'El pozo|https://www.goodreads.com/book/show/1053395.El_pozo', 'A Universal History of Iniquity|https://www.goodreads.com/book/show/44045.A_Universal_History_of_Iniquity', 'Thus Were Their Faces|https://www.goodreads.com/book/show/22056496-thus-were-their-faces']"
https://www.goodreads.com/book/show/113435.Crossroads_of_Twilight,Crossroads of Twilight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408325146l/113435.jpg,Robert Jordan,"In the tenth book of The Wheel of Time from the New York Times #1 bestselling author Robert Jordan, the world and the characters stand at a crossroads, and the world approaches twilight, when the power of the Shadow grows stronger.Fleeing from Ebou Dar with the kidnapped Daughter of the Nine Moons, whom he is fated to marry, Mat Cauthon learns that he can neither keep her nor let her go, not in safety for either of them, for both the Shadow and the might of the Seanchan Empire are in deadly pursuit.Perrin Aybara seeks to free his wife, Faile, a captive of the Shaido, but his only hope may be an alliance with the enemy. Can he remain true to his friend Rand and to himself? For his love of Faile, Perrin is willing to sell his soul.At Tar Valon, Egwene al'Vere, the young Amyrlin of the rebel Aes Sedai, lays siege to the heart of Aes Sedai power, but she must win quickly, with as little bloodshed as possible, for unless the Aes Sedai are reunited, only the male Asha'man will remain to defend the world against the Dark One, and nothing can hold the Asha'man themselves back from total power except the Aes Sedai and a unified White Tower.In Andor, Elayne Trakland fights for the Lion Throne that is hers by right, but enemies and Darkfriends surround her, plotting her destruction. If she fails, Andor may fall to the Shadow, and the Dragon Reborn with it.Rand al'Thor, the Dragon Reborn himself, has cleansed the Dark One's taint from the male half of the True Source, and everything has changed. Yet nothing has, for only men who can channel believe that saidin is clean again, and a man who can channel is still hated and feared-even one prophesied to save the world. Now, Rand must gamble again, with himself at stake, and he cannot be sure which of his allies are really enemies. ",3.81,98312,2603,704 pages,"Fantasy/6,444|Fiction/691|Fantasy-Epic Fantasy/517|Fantasy-High Fantasy/221|Science Fiction Fantasy/205|Adventure/133|Epic/132|Audiobook/101|Young Adult/100|Fantasy-Magic/85",9780312864590.0,"['Rhythm of War (The Stormlight Archive, #4)|https://www.goodreads.com/book/show/49021976-rhythm-of-war', 'Dawnshard (The Stormlight Archive, #3.5)|https://www.goodreads.com/book/show/54511226-dawnshard', 'Breach of Peace (The Lawful Times, #0.1)|https://www.goodreads.com/book/show/56663640-breach-of-peace', 'Oathbringer (The Stormlight Archive, #3)|https://www.goodreads.com/book/show/34002132-oathbringer', 'Last Argument of Kings (The First Law, #3)|https://www.goodreads.com/book/show/944076.Last_Argument_of_Kings', 'Words of Radiance (The Stormlight Archive, #2)|https://www.goodreads.com/book/show/17332218-words-of-radiance', 'Warbreaker (Warbreaker, #1)|https://www.goodreads.com/book/show/1268479.Warbreaker', 'Before They Are Hanged (The First Law, #2)|https://www.goodreads.com/book/show/902715.Before_They_Are_Hanged', 'Edgedancer (The Stormlight Archive, #2.5)|https://www.goodreads.com/book/show/34703445-edgedancer', 'Deadhouse Gates (Malazan Book of the Fallen, #2)|https://www.goodreads.com/book/show/55401.Deadhouse_Gates', 'Gardens of the Moon (Malazan Book of the Fallen, #1)|https://www.goodreads.com/book/show/55399.Gardens_of_the_Moon', 'The Hero of Ages (Mistborn, #3)|https://www.goodreads.com/book/show/2767793-the-hero-of-ages', 'The Well of Ascension (Mistborn, #2)|https://www.goodreads.com/book/show/68429.The_Well_of_Ascension', 'The Bands of Mourning (Mistborn, #6)|https://www.goodreads.com/book/show/18739426-the-bands-of-mourning', 'The Way of Kings (The Stormlight Archive, #1)|https://www.goodreads.com/book/show/7235533-the-way-of-kings', 'Memories of Ice (Malazan Book of the Fallen, #3)|https://www.goodreads.com/book/show/175983.Memories_of_Ice', 'Shadows of Self (Mistborn, #5)|https://www.goodreads.com/book/show/16065004-shadows-of-self', 'The Blade Itself (The First Law, #1)|https://www.goodreads.com/book/show/944073.The_Blade_Itself']"
https://www.goodreads.com/book/show/293101.The_Amityville_Horror,The Amityville Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306079371l/293101.jpg,Jay Anson,"28 Days of Terror in a House Possessed by Evil SpiritsIn December 1975, the Lutz family moved into their dream home, the same home where Ronald DeFeo had murdered his parents, brothers and sisters just one year earlier.the psychic phenomena that followed created the most terrifying experience the Lutz family had ever encountered, forcing them to flee the house in 28 days, convinced that it was possessed by evil spirits.Their fantastic story, never before disclosed in full detail, makes for an unforgettable book with all the shocks and gripping suspense of The Exorcist, The Omen or Rosemary's Baby, but with one vital difference...the story is true--back cover",3.85,110641,2846,315 pages,"Horror/2,569|Fiction/396|Fantasy-Paranormal/227|Thriller/144|Classics/115|Fantasy-Supernatural/99|Audiobook/95|Paranormal-Ghosts/89|Mystery/78|Crime-True Crime/77",9780553116601.0,"['The Omen|https://www.goodreads.com/book/show/226162.The_Omen', 'The Amityville Horror II|https://www.goodreads.com/book/show/1357120.The_Amityville_Horror_II', 'The Exorcist|https://www.goodreads.com/book/show/179780.The_Exorcist', 'Jaws (Jaws #1)|https://www.goodreads.com/book/show/126232.Jaws', ""Rosemary's Baby (Rosemary's Baby, #1)|https://www.goodreads.com/book/show/228296.Rosemary_s_Baby"", 'The Shining|https://www.goodreads.com/book/show/11588.The_Shining', 'It|https://www.goodreads.com/book/show/830502.It', 'The Silence of the Lambs  (Hannibal Lecter, #2)|https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs', 'Misery|https://www.goodreads.com/book/show/383137.Misery', ""Carrie / 'Salem's Lot / The Shining|https://www.goodreads.com/book/show/5417.Carrie_Salem_s_Lot_The_Shining"", 'Thinner|https://www.goodreads.com/book/show/10605.Thinner', 'Carrie|https://www.goodreads.com/book/show/10592.Carrie', 'Hell House|https://www.goodreads.com/book/show/33547.Hell_House', 'Psycho (Psycho #1)|https://www.goodreads.com/book/show/156427.Psycho', 'Damien: Omen II|https://www.goodreads.com/book/show/1309647.Damien', 'The Green Mile: The Screenplay|https://www.goodreads.com/book/show/71826.The_Green_Mile', 'Misery|https://www.goodreads.com/book/show/10614.Misery', 'The Howling|https://www.goodreads.com/book/show/481462.The_Howling']"
https://www.goodreads.com/book/show/36697343-christmas-in-smithville,Christmas in Smithville,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512144588l/36697343._SY475_.jpg,Kirsten Fullmer,"Gloria hasn’t had an easy life, she’s learned her lessons the hard way. She may have dressed flashy and dated a lot, but that’s in the past. Now she’s determined to change her reputation, and working along side the women in town as they prepare for the Christmas Pageant will give her a chance to prove she’s not a flirt. Small towns never forget, but will Smithville give her a second chance? Ned, the county Deputy, has his own secrets to keep. He’s heard the gossip about Gloria, but he sees all the kind things she does for the folks of Smithville. The upcoming Christmas Pageant will give him the opportunity to finally spend time with her, especially with his friends throwing them together, but can he overcome his frustrating stutter and talk to her, face to face? Fall in love with Ned and Gloria as all your favorite Smithville characters prepare for the Christmas Pageant, and get swept up into the most romantic Christmas Eve celebration ever!",4.27,876,48,217 pages,Young Adult/31|Contemporary/30|Fiction/29|Romance-Love Story/28|New Adult/27|Adult/26|Romance/25|Romance-Contemporary Romance/22|Novels/22|Womens Fiction-Chick Lit/16,,"['The Nanny Song|https://www.goodreads.com/book/show/40111371-the-nanny-song', 'For the Love of Armin|https://www.goodreads.com/book/show/35642518-for-the-love-of-armin', 'Notice Me|https://www.goodreads.com/book/show/38495676-notice-me', 'Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose|https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief', 'The Unicorn Tree|https://www.goodreads.com/book/show/40362474-the-unicorn-tree', 'Shot to Pieces|https://www.goodreads.com/book/show/31247147-shot-to-pieces', 'Be Still and Listen: Experience the Presence of God in Your Life|https://www.goodreads.com/book/show/36575456-be-still-and-listen', 'Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love|https://www.goodreads.com/book/show/43483262-love-is-the-answer-god-is-the-cure', 'The Creep|https://www.goodreads.com/book/show/42088871-the-creep', 'Dreams & Dew: Poems & Prose|https://www.goodreads.com/book/show/42088801-dreams-dew', 'She Said!: The Book of Quotes|https://www.goodreads.com/book/show/42088819-she-said', 'Broken Promises (Past Imperfect Mystery Book 1)|https://www.goodreads.com/book/show/40121205-broken-promises', 'Virgil the Hound: Against All Odds, One Hound Breaks Away From the Pack|https://www.goodreads.com/book/show/42112257-virgil-the-hound', 'Crossroads and the Dominion of Four|https://www.goodreads.com/book/show/36954958-crossroads-and-the-dominion-of-four', 'Christmas on Main Street (Santa’s Secret Helpers #1)|https://www.goodreads.com/book/show/53087250-christmas-on-main-street', 'The Octunnumi Fosbit Files Prologue|https://www.goodreads.com/book/show/52233178-the-octunnumi-fosbit-files-prologue', ""The Feds' Folly: Who Stole $17 Trillion? (The Jones #2)|https://www.goodreads.com/book/show/40958353-the-feds-folly"", 'Mistress Suffragette|https://www.goodreads.com/book/show/34521870-mistress-suffragette']"
https://www.goodreads.com/book/show/7821447-sh-t-my-dad-says,Sh*t My Dad Says,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370399211l/7821447.jpg,Justin Halpern,"After being dumped by his longtime girlfriend, twenty-eight-year-old Justin Halpern found himself living at home with his seventy-three-year-old dad. Sam Halpern, who is ""like Socrates, but angrier, and with worse hair,"" has never minced words, and when Justin moved back home, he began to record all the ridiculous things his dad said to him:""That woman was sexy. . . . Out of your league? Son, let women figure out why they won't screw you. Don't do it for them.""""Do people your age know how to comb their hair? It looks like two squirrels crawled on their heads and started fucking.""""The worst thing you can be is a liar. . . . Okay, fine, yes, the worst thing you can be is a Nazi, but then number two is liar. Nazi one, liar two.""More than a million people now follow Mr. Halpern's philosophical musings on Twitter, and in this book, his son weaves a brilliantly funny, touching coming-of-age memoir around the best of his quotes. An all-American story that unfolds on the Little League field, in Denny's, during excruciating family road trips, and, most frequently, in the Halperns' kitchen over bowls of Grape-Nuts, Sh*t My Dad Says is a chaotic, hilarious, true portrait of a father-son relationship from a major new comic voice.",3.96,150632,8525,159 pages,"Humor/1,671|Nonfiction/1,579|Autobiography-Memoir/494|Humor-Comedy/368|Biography/255|Audiobook/154|Adult/92|Family/85|Biography Memoir/66|Biography-Autobiography/62",9780061992704.0,"[""America (The Book): A Citizen's Guide to Democracy Inaction|https://www.goodreads.com/book/show/706.America_The_Book_"", 'Stuff White People Like: A Definitive Guide to the Unique Taste of Millions|https://www.goodreads.com/book/show/3106441-stuff-white-people-like', 'Naked|https://www.goodreads.com/book/show/4138.Naked', 'Dad Is Fat|https://www.goodreads.com/book/show/16141924-dad-is-fat', 'Holidays on Ice|https://www.goodreads.com/book/show/4136.Holidays_on_Ice', 'Neither Here nor There: Travels in Europe|https://www.goodreads.com/book/show/27.Neither_Here_nor_There', 'A Dirty Job (Grim Reaper, #1)|https://www.goodreads.com/book/show/33456.A_Dirty_Job', ""Lamb: The Gospel According to Biff, Christ's Childhood Pal|https://www.goodreads.com/book/show/28881.Lamb"", 'When You Are Engulfed in Flames|https://www.goodreads.com/book/show/1044355.When_You_Are_Engulfed_in_Flames', ""Let's Explore Diabetes with Owls|https://www.goodreads.com/book/show/15790837-let-s-explore-diabetes-with-owls"", ""Are You There, Vodka? It's Me, Chelsea|https://www.goodreads.com/book/show/40173.Are_You_There_Vodka_It_s_Me_Chelsea"", 'Why Not Me?|https://www.goodreads.com/book/show/30268522-why-not-me', 'Dress Your Family in Corduroy and Denim|https://www.goodreads.com/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim', 'Chelsea Chelsea Bang Bang|https://www.goodreads.com/book/show/6472246-chelsea-chelsea-bang-bang', 'Furiously Happy: A Funny Book About Horrible Things|https://www.goodreads.com/book/show/23848559-furiously-happy', 'Me Talk Pretty One Day|https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day', 'My Horizontal Life: A Collection of One-Night Stands|https://www.goodreads.com/book/show/35982.My_Horizontal_Life', ""Let's Pretend This Never Happened: A Mostly True Memoir|https://www.goodreads.com/book/show/12868761-let-s-pretend-this-never-happened""]"
https://www.goodreads.com/book/show/202769.In_the_Night_Garden,In the Night Garden,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320548374l/202769.jpg,"Catherynne M. Valente,Michael Wm. Kaluta","A Book of Wonders for Grown-Up ReadersEvery once in a great while a book comes along that reminds us of the magic spell that stories can cast over us to dazzle, entertain, and enlighten. Welcome to the Arabian Nights for our time a lush and fantastical epic guaranteed to spirit you away from the very first page.Secreted away in a garden, a lonely girl spins stories to warm a curious prince: peculiar feats and unspeakable fates that loop through each other and back again to meet in the tapestry of her voice. Inked on her eyelids, each twisting, tattooed tale is a piece in the puzzle of the girl's own hidden history. And what tales she tells! Tales of shape-shifting witches and wild horsewomen, heron kings and beast princesses, snake gods, dog monks, and living stars each story more strange and fantastic than the one that came before. From ill-tempered mermaid to fastidious Beast, nothing is ever quite what it seems in these ever-shifting tales even, and especially, their teller. Adorned with illustrations by the legendary Michael Kaluta, Valente's enchanting lyrical fantasy offers a breathtaking reinvention of the untold myths and dark fairy tales that shape our dreams. And just when you think you've come to the end, you realize the adventure has only begun.",3.92,10052,903,483 pages,"Fantasy/1,394|Fiction/263|Fantasy-Fairy Tales/161|Short Stories/146|Young Adult/81|Fantasy-Magic/54|Science Fiction Fantasy/46|Fantasy-Mythology/44|Retellings/31|Speculative Fiction/31",9780553384031.0,"['Tooth for Tooth (Talion #2)|https://www.goodreads.com/book/show/52117056-tooth-for-tooth', 'Crossing the Seas: A Diary of My Thoughts|https://www.goodreads.com/book/show/16243767-crossing-the-seas', 'Curse of The Salute|https://www.goodreads.com/book/show/17904495-curse-of-the-salute', 'High in School|https://www.goodreads.com/book/show/17159076-high-in-school', 'The Numbing (Whiteout Book 3)|https://www.goodreads.com/book/show/53498025-the-numbing', ""Dreams of the Ringed Vale (Luthiel's Song, #1)|https://www.goodreads.com/book/show/526764.Dreams_of_the_Ringed_Vale"", 'The Midnight Wife|https://www.goodreads.com/book/show/49652592-the-midnight-wife', 'Toe to Toe|https://www.goodreads.com/book/show/26157586-toe-to-toe', ""Let's Talk: ...About Making Your Life Exciting, Easier, And Exceptional|https://www.goodreads.com/book/show/55353973-let-s-talk"", 'The Dark Winter|https://www.goodreads.com/book/show/53061860-the-dark-winter', 'The Snow|https://www.goodreads.com/book/show/51731947-the-snow', 'The Seventh Spark: Volume One – Knights of the Trinity|https://www.goodreads.com/book/show/55779669-the-seventh-spark', 'Slow Brewing Tea|https://www.goodreads.com/book/show/55014950-slow-brewing-tea', 'Sweet Water|https://www.goodreads.com/book/show/54131462-sweet-water', 'The City of Light (Whiteout Book 4)|https://www.goodreads.com/book/show/53750266-the-city-of-light', 'How to Rule an Empire and Get Away with It (The Siege, #2)|https://www.goodreads.com/book/show/49088677-how-to-rule-an-empire-and-get-away-with-it', ""The Children's Book|https://www.goodreads.com/book/show/6280379-the-children-s-book"", 'Network Effect (The Murderbot Diaries, #5)|https://www.goodreads.com/book/show/52381770-network-effect']"
https://www.goodreads.com/book/show/31931941-eliza-and-her-monsters,Eliza and Her Monsters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476994065l/31931941._SY475_.jpg,Francesca Zappia,"Her story is a phenomenon. Her life is a disaster.In the real world, Eliza Mirk is shy, weird, and friendless. Online, she’s LadyConstellation, the anonymous creator of the wildly popular webcomic Monstrous Sea. Eliza can’t imagine enjoying the real world as much as she loves the online one, and she has no desire to try.Then Wallace Warland, Monstrous Sea’s biggest fanfiction writer, transfers to her school. Wallace thinks Eliza is just another fan, and as he draws her out of her shell, she begins to wonder if a life offline might be worthwhile.But when Eliza’s secret is accidentally shared with the world, everything she’s built—her story, her relationship with Wallace, and even her sanity—begins to fall apart.",4.17,53999,10247,385 pages,"Contemporary/2,370|Young Adult/2,095|Romance/1,079|Health-Mental Health/632|Fiction/421|Young Adult-Young Adult Contemporary/281|Realistic Fiction/224|Mental Health-Mental Illness/223|Audiobook/89|Young Adult-High School/86",9780062290137.0,"['Radio Silence|https://www.goodreads.com/book/show/25322449-radio-silence', 'Heartstopper: Volume One (Heartstopper, #1)|https://www.goodreads.com/book/show/40495957-heartstopper', 'Heartstopper: Volume Two (Heartstopper, #2)|https://www.goodreads.com/book/show/43307358-heartstopper', 'Fangirl|https://www.goodreads.com/book/show/16068905-fangirl', 'Heartstopper: Volume Three (Heartstopper, #3)|https://www.goodreads.com/book/show/43449920-heartstopper', 'Geekerella (Once Upon a Con, #1)|https://www.goodreads.com/book/show/30724132-geekerella', 'Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)|https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe', 'Truly Devious (Truly Devious, #1)|https://www.goodreads.com/book/show/29589074-truly-devious', ""The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)|https://www.goodreads.com/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue"", 'Tweet Cute|https://www.goodreads.com/book/show/45045129-tweet-cute', 'Sadie|https://www.goodreads.com/book/show/34810320-sadie', 'Autoboyography|https://www.goodreads.com/book/show/28919058-autoboyography', 'Carry On (Simon Snow, #1)|https://www.goodreads.com/book/show/32768522-carry-on', 'This Savage Song (Monsters of Verity, #1)|https://www.goodreads.com/book/show/40642172-this-savage-song', 'They Both Die at the End|https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end', 'A List of Cages|https://www.goodreads.com/book/show/25613472-a-list-of-cages', 'Pumpkinheads|https://www.goodreads.com/book/show/40864790-pumpkinheads', ""Since You've Been Gone|https://www.goodreads.com/book/show/18189606-since-you-ve-been-gone""]"
https://www.goodreads.com/book/show/6249762-bluestar-s-prophecy,Bluestar's Prophecy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436587168l/6249762._SX318_.jpg,"Erin Hunter,Wayne McLoughlin","Destined for greatness . . .Four Clans of wild cats have shared the forest for generations, thriving in their territories. But tensions are running high, and ThunderClan must assert its strength or risk falling prey to its power-hungry neighbors.Into this time of uncertainty, a kit is born. A prophecy foretells that Bluekit will be as strong as fire, destined to blaze through the ranks of her Clan. But with this prophecy comes the foreshadowing of her destruction by the one enemy she cannot outrun.As Bluekit gains power and eventually earns her leader name, Bluestar, she fights to protect her Clan. But secrets from the past threaten to surface--secrets that may destroy ThunderClan . . . and Bluestar.",4.55,13781,720,516 pages,Fantasy/209|Animals/115|Childrens-Middle Grade/57|Fiction/57|Childrens/56|Animals-Cats/42|Young Adult/40|Adventure/31|Animals-Animal Fiction/20|Romance/13,9780061582479.0,"['Darkstalker (Wings of Fire: Legends, #1)|https://www.goodreads.com/book/show/28190254-darkstalker']"
